text,sura,lemmatized
قال ذٰلك ما كنا نبغ فارتدا علىٰ ءاثارهما قصصا,سورة الكهف,"['قال', 'ذلك', 'ما', 'كان', 'نبغ', 'ارتدا', 'على', 'ءاثارهما', 'قصة']"
فحملته فانتبذت به مكانا قصيا,سورة مريم,"['حمل', 'انتبذ', 'ب', 'مكان', 'قصي']"
فوجدا عبدا من عبادنا ءاتينٰه رحمة من عندنا وعلمنٰه من لدنا علما,سورة الكهف,"['وجد', 'عبد', 'من', 'عباد', 'ءاتين', 'رحمة', 'من', 'عند', 'علم', 'من', 'لدن', 'علم']"
قال له موسىٰ هل اتبعك علىٰ ان تعلمن مما علمت رشدا,سورة الكهف,"['قال', 'ل', 'موسى', 'هل', 'اتبع', 'على', 'ان', 'تعلم', 'من', 'علم', 'رشد']"
قال انك لن تستطيع معي صبرا,سورة الكهف,"['قال', 'انك', 'لن', 'استطاع', 'مع', 'صبر']"
وكيف تصبر علىٰ ما لم تحط به خبرا,سورة الكهف,"['كيف', 'تصبر', 'على', 'ما', 'لم', 'حط', 'ب', 'خبر']"
قال ستجدني ان شاء الله صابرا ولا اعصي لك امرا,سورة الكهف,"['قال', 'وجد', 'ان', 'شاء', 'الله', 'صابر', 'لا', 'اعصي', 'ل', 'امرا']"
قال فان اتبعتني فلا تسلني عن شيء حتىٰ احدث لك منه ذكرا,سورة الكهف,"['قال', 'فان', 'اتبعتني', 'لا', 'تسلني', 'عن', 'شيء', 'حتى', 'احدث', 'ل', 'من', 'ذكر']"
فانطلقا حتىٰ اذا ركبا في السفينة خرقها قال اخرقتها لتغرق اهلها لقد جئت شيا امرا,سورة الكهف,"['انطلق', 'حتى', 'اذ', 'ركب', 'في', 'سفينة', 'خرق', 'قال', 'اخرق', 'غرق', 'اهل', 'قد', 'جاء', 'شي', 'امرا']"
قال الم اقل انك لن تستطيع معي صبرا,سورة الكهف,"['قال', 'الم', 'اقل', 'انك', 'لن', 'استطاع', 'مع', 'صبر']"
قال لا تؤاخذني بما نسيت ولا ترهقني من امري عسرا,سورة الكهف,"['قال', 'لا', 'آخذ', 'ما', 'نسي', 'لا', 'ترهقني', 'من', 'امري', 'عسر']"
فانطلقا حتىٰ اذا لقيا غلٰما فقتله قال اقتلت نفسا زكية بغير نفس لقد جئت شيا نكرا,سورة الكهف,"['انطلق', 'حتى', 'اذ', 'لقي', 'غلم', 'قتل', 'قال', 'اقتلت', 'نفس', 'زكي', 'غير', 'نفس', 'قد', 'جاء', 'شي', 'نكر']"
قال الم اقل لك انك لن تستطيع معي صبرا,سورة الكهف,"['قال', 'الم', 'اقل', 'ل', 'انك', 'لن', 'استطاع', 'مع', 'صبر']"
قال ان سالتك عن شيء بعدها فلا تصٰحبني قد بلغت من لدني عذرا,سورة الكهف,"['قال', 'ان', 'سال', 'عن', 'شيء', 'بعد', 'لا', 'تصحبني', 'قد', 'بلغ', 'من', 'دني', 'عذر']"
فانطلقا حتىٰ اذا اتيا اهل قرية استطعما اهلها فابوا ان يضيفوهما فوجدا فيها جدارا يريد ان ينقض فاقامه قال لو شئت لتخذت عليه اجرا,سورة الكهف,"['انطلق', 'حتى', 'اذ', 'اتي', 'اهل', 'قرية', 'استطعم', 'اهل', 'اب', 'ان', 'يضيفوهما', 'وجد', 'في', 'جدار', 'أراد', 'ان', 'نقض', 'اقام', 'قال', 'لو', 'شاء', 'تخذ', 'على', 'اجرا']"
قال هٰذا فراق بيني وبينك سانبئك بتاويل ما لم تستطع عليه صبرا,سورة الكهف,"['قال', 'هذا', 'فراق', 'بين', 'بين', 'سانبئك', 'تاويل', 'ما', 'لم', 'استطاع', 'على', 'صبر']"
اما السفينة فكانت لمسٰكين يعملون في البحر فاردت ان اعيبها وكان وراءهم ملك ياخذ كل سفينة غصبا,سورة الكهف,"['اما', 'سفينة', 'كان', 'مسكين', 'عمل', 'في', 'بحر', 'ارد', 'ان', 'اعيب', 'كان', 'وراء', 'ملك', 'ياخذ', 'كل', 'سفينة', 'غصب']"
واما الغلٰم فكان ابواه مؤمنين فخشينا ان يرهقهما طغيٰنا وكفرا,سورة الكهف,"['اما', 'غلم', 'كان', 'ابوا', 'مؤمن', 'خشي', 'ان', 'أرهق', 'طغي', 'كفر']"
لقد احصىٰهم وعدهم عدا,سورة مريم,"['قد', 'احصى', 'وعد', 'عدا']"
فاردنا ان يبدلهما ربهما خيرا منه زكوٰة واقرب رحما,سورة الكهف,"['ارد', 'ان', 'بدل', 'رب', 'خير', 'من', 'زكو', 'اقرب', 'رحم']"
واما الجدار فكان لغلٰمين يتيمين في المدينة وكان تحته كنز لهما وكان ابوهما صٰلحا فاراد ربك ان يبلغا اشدهما ويستخرجا كنزهما رحمة من ربك وما فعلته عن امري ذٰلك تاويل ما لم تسطع عليه صبرا,سورة الكهف,"['اما', 'جدار', 'كان', 'غلم', 'يتيم', 'في', 'مدينة', 'كان', 'تحت', 'كنز', 'ل', 'كان', 'ابو', 'صلح', 'اراد', 'رب', 'ان', 'بلغ', 'اشد', 'استخرج', 'كنز', 'رحمة', 'من', 'رب', 'ما', 'فعل', 'عن', 'امري', 'ذلك', 'تاويل', 'ما', 'لم', 'سطع', 'على', 'صبر']"
ويسلونك عن ذي القرنين قل ساتلوا عليكم منه ذكرا,سورة الكهف,"['ويسلونك', 'عن', 'ذو', 'قرن', 'قال', 'ساتل', 'على', 'من', 'ذكر']"
انا مكنا له في الارض وءاتينٰه من كل شيء سببا,سورة الكهف,"['انا', 'مكن', 'ل', 'في', 'ارض', 'ءاتين', 'من', 'كل', 'شيء', 'سبب']"
فاتبع سببا,سورة الكهف,"['اتبع', 'سبب']"
حتىٰ اذا بلغ مغرب الشمس وجدها تغرب في عين حمئة ووجد عندها قوما قلنا يٰذا القرنين اما ان تعذب واما ان تتخذ فيهم حسنا,سورة الكهف,"['حتى', 'اذ', 'بلغ', 'مغرب', 'شمس', 'وجد', 'غرب', 'في', 'عين', 'حمئ', 'وجد', 'عندها', 'قوم', 'قال', 'يذا', 'قرن', 'اما', 'ان', 'عذب', 'اما', 'ان', 'اتخذ', 'في', 'حسن']"
قال اما من ظلم فسوف نعذبه ثم يرد الىٰ ربه فيعذبه عذابا نكرا,سورة الكهف,"['قال', 'اما', 'من', 'ظلم', 'سوف', 'نعذب', 'ثم', 'رد', 'الى', 'رب', 'فيعذبه', 'عذاب', 'نكر']"
واما من ءامن وعمل صٰلحا فله جزاء الحسنىٰ وسنقول له من امرنا يسرا,سورة الكهف,"['اما', 'من', 'ءامن', 'عمل', 'صلح', 'ل', 'جزاء', 'أحسن', 'قال', 'ل', 'من', 'امر', 'يسر']"
ثم اتبع سببا,سورة الكهف,"['ثم', 'اتبع', 'سبب']"
حتىٰ اذا بلغ مطلع الشمس وجدها تطلع علىٰ قوم لم نجعل لهم من دونها سترا,سورة الكهف,"['حتى', 'اذ', 'بلغ', 'مطلع', 'شمس', 'وجد', 'طلع', 'على', 'قوم', 'لم', 'جعل', 'ل', 'من', 'دون', 'ستر']"
كذٰلك وقد احطنا بما لديه خبرا,سورة الكهف,"['ذلك', 'قد', 'احط', 'ما', 'لدى', 'خبر']"
ثم اتبع سببا,سورة الكهف,"['ثم', 'اتبع', 'سبب']"
حتىٰ اذا بلغ بين السدين وجد من دونهما قوما لا يكادون يفقهون قولا,سورة الكهف,"['حتى', 'اذ', 'بلغ', 'بين', 'سد', 'وجد', 'من', 'دون', 'قوم', 'لا', 'كاد', 'فقه', 'قول']"
قالوا يٰذا القرنين ان ياجوج وماجوج مفسدون في الارض فهل نجعل لك خرجا علىٰ ان تجعل بيننا وبينهم سدا,سورة الكهف,"['قال', 'يذا', 'قرن', 'ان', 'ياجوج', 'ماجوج', 'مفسد', 'في', 'ارض', 'هل', 'جعل', 'ل', 'خرج', 'على', 'ان', 'جعل', 'بين', 'بين', 'سد']"
قال ما مكني فيه ربي خير فاعينوني بقوة اجعل بينكم وبينهم ردما,سورة الكهف,"['قال', 'ما', 'مكني', 'في', 'رب', 'خير', 'فاعينوني', 'قوة', 'اجعل', 'بين', 'بين', 'ردم']"
ءاتوني زبر الحديد حتىٰ اذا ساوىٰ بين الصدفين قال انفخوا حتىٰ اذا جعله نارا قال ءاتوني افرغ عليه قطرا,سورة الكهف,"['ءاتوني', 'زبر', 'حديد', 'حتى', 'اذ', 'ساوى', 'بين', 'صدف', 'قال', 'انفخ', 'حتى', 'اذ', 'جعل', 'نار', 'قال', 'ءاتوني', 'افرغ', 'على', 'قطر']"
قال هٰذا رحمة من ربي فاذا جاء وعد ربي جعله دكاء وكان وعد ربي حقا,سورة الكهف,"['قال', 'هذا', 'رحمة', 'من', 'رب', 'اذ', 'جاء', 'وعد', 'رب', 'جعل', 'دكاء', 'كان', 'وعد', 'رب', 'حق']"
وتركنا بعضهم يومئذ يموج في بعض ونفخ في الصور فجمعنٰهم جمعا,سورة الكهف,"['ترك', 'بعض', 'يومئذ', 'ماج', 'في', 'بعض', 'نفخ', 'في', 'صور', 'فجمعنهم', 'جمع']"
وعرضنا جهنم يومئذ للكٰفرين عرضا,سورة الكهف,"['عرض', 'جهنم', 'يومئذ', 'كفر', 'عرض']"
الذين كانت اعينهم في غطاء عن ذكري وكانوا لا يستطيعون سمعا,سورة الكهف,"['الذي', 'كان', 'اعين', 'في', 'غطاء', 'عن', 'ذكر', 'كان', 'لا', 'استطاع', 'سمع']"
افحسب الذين كفروا ان يتخذوا عبادي من دوني اولياء انا اعتدنا جهنم للكٰفرين نزلا,سورة الكهف,"['افحسب', 'الذي', 'كفر', 'ان', 'اتخذ', 'عباد', 'من', 'دون', 'اولياء', 'انا', 'اعتاد', 'جهنم', 'كفر', 'نزل']"
قل هل ننبئكم بالاخسرين اعمٰلا,سورة الكهف,"['قال', 'هل', 'ننبئكم', 'اخسر', 'اعمل']"
الذين ضل سعيهم في الحيوٰة الدنيا وهم يحسبون انهم يحسنون صنعا,سورة الكهف,"['الذي', 'ضل', 'سعي', 'في', 'حيو', 'دنيا', 'هم', 'حسب', 'ان', 'أحسن', 'صنع']"
اولٰئك الذين كفروا بايٰت ربهم ولقائه فحبطت اعمٰلهم فلا نقيم لهم يوم القيٰمة وزنا,سورة الكهف,"['اولئك', 'الذي', 'كفر', 'باي', 'رب', 'لقاء', 'حبط', 'اعمل', 'لا', 'أقام', 'ل', 'يوم', 'قيمة', 'وزن']"
ذٰلك جزاؤهم جهنم بما كفروا واتخذوا ءايٰتي ورسلي هزوا,سورة الكهف,"['ذلك', 'جزاء', 'جهنم', 'ما', 'كفر', 'اتخذ', 'ءايتي', 'رسول', 'هز']"
ان الذين ءامنوا وعملوا الصٰلحٰت كانت لهم جنٰت الفردوس نزلا,سورة الكهف,"['ان', 'الذي', 'ءامن', 'عمل', 'صلح', 'كان', 'ل', 'جنى', 'فردوس', 'نزل']"
خٰلدين فيها لا يبغون عنها حولا,سورة الكهف,"['خلد', 'في', 'لا', 'بغى', 'عن', 'حول']"
قل لو كان البحر مدادا لكلمٰت ربي لنفد البحر قبل ان تنفد كلمٰت ربي ولو جئنا بمثله مددا,سورة الكهف,"['قال', 'لو', 'كان', 'بحر', 'مداد', 'كلمة', 'رب', 'نفد', 'بحر', 'قبل', 'ان', 'نفد', 'كلم', 'رب', 'لو', 'جاء', 'مثل', 'مدد']"
قل انما انا بشر مثلكم يوحىٰ الي انما الٰهكم الٰه وٰحد فمن كان يرجوا لقاء ربه فليعمل عملا صٰلحا ولا يشرك بعبادة ربه احدا,سورة الكهف,"['قال', 'انما', 'انا', 'بشر', 'مثل', 'وحى', 'الي', 'انما', 'اله', 'اله', 'حد', 'من', 'كان', 'رجا', 'لقاء', 'رب', 'فليعمل', 'عمل', 'صلح', 'لا', 'أشرك', 'عبادة', 'رب', 'احدا']"
بسم الله الرحمٰن الرحيم,سورة مريم,"['بسم', 'الله', 'رحمن', 'رحيم']"
كهيعص,سورة مريم,['كهيعص']
ذكر رحمت ربك عبده زكريا,سورة مريم,"['ذكر', 'رحمة', 'رب', 'عبده', 'زكريا']"
اذ نادىٰ ربه نداء خفيا,سورة مريم,"['اذ', 'نادى', 'رب', 'نداء', 'خفي']"
قال رب اني وهن العظم مني واشتعل الراس شيبا ولم اكن بدعائك رب شقيا,سورة مريم,"['قال', 'رب', 'اني', 'هن', 'عظمة', 'من', 'اشتعل', 'راسي', 'شيب', 'لم', 'اكن', 'دعاء', 'رب', 'شقي']"
واني خفت الموٰلي من وراءي وكانت امراتي عاقرا فهب لي من لدنك وليا,سورة مريم,"['واني', 'خاف', 'مولي', 'من', 'راءي', 'كان', 'امر', 'عاقر', 'هب', 'ل', 'من', 'لدن', 'ولي']"
يرثني ويرث من ءال يعقوب واجعله رب رضيا,سورة مريم,"['راث', 'راث', 'من', 'ءال', 'يعقوب', 'اجعل', 'رب', 'رضي']"
يٰزكريا انا نبشرك بغلٰم اسمه يحيىٰ لم نجعل له من قبل سميا,سورة مريم,"['يزكريا', 'انا', 'بشر', 'غلم', 'اسم', 'يحيى', 'لم', 'جعل', 'ل', 'من', 'قبل', 'سمي']"
قال رب انىٰ يكون لي غلٰم وكانت امراتي عاقرا وقد بلغت من الكبر عتيا,سورة مريم,"['قال', 'رب', 'انى', 'كان', 'ل', 'غلم', 'كان', 'امر', 'عاقر', 'قد', 'بلغ', 'من', 'كبر', 'عتي']"
قال كذٰلك قال ربك هو علي هين وقد خلقتك من قبل ولم تك شيا,سورة مريم,"['قال', 'ذلك', 'قال', 'رب', 'هو', 'علي', 'هين', 'قد', 'خلق', 'من', 'قبل', 'لم', 'تك', 'شي']"
قال رب اجعل لي ءاية قال ءايتك الا تكلم الناس ثلٰث ليال سويا,سورة مريم,"['قال', 'رب', 'اجعل', 'ل', 'ءاي', 'قال', 'ءايتك', 'الا', 'تكلم', 'ناس', 'ثلث', 'ليلة', 'سوي']"
فخرج علىٰ قومه من المحراب فاوحىٰ اليهم ان سبحوا بكرة وعشيا,سورة مريم,"['خرج', 'على', 'قوم', 'من', 'محراب', 'اوحى', 'الي', 'ان', 'سبح', 'بكرة', 'عشي']"
يٰيحيىٰ خذ الكتٰب بقوة وءاتينٰه الحكم صبيا,سورة مريم,"['ييحيى', 'أخذ', 'كتاب', 'قوة', 'ءاتين', 'حكم', 'صبي']"
وحنانا من لدنا وزكوٰة وكان تقيا,سورة مريم,"['حنان', 'من', 'لدن', 'زكو', 'كان', 'تقي']"
وبرا بوٰلديه ولم يكن جبارا عصيا,سورة مريم,"['بر', 'ولد', 'لم', 'كان', 'جبار', 'عصي']"
وسلٰم عليه يوم ولد ويوم يموت ويوم يبعث حيا,سورة مريم,"['سلم', 'على', 'يوم', 'ولد', 'يوم', 'مات', 'يوم', 'بعث', 'حي']"
واذكر في الكتٰب مريم اذ انتبذت من اهلها مكانا شرقيا,سورة مريم,"['اذكر', 'في', 'كتاب', 'مريم', 'اذ', 'انتبذ', 'من', 'اهل', 'مكان', 'شرقي']"
فاتخذت من دونهم حجابا فارسلنا اليها روحنا فتمثل لها بشرا سويا,سورة مريم,"['اتخذ', 'من', 'دون', 'حجاب', 'ارسل', 'الي', 'روح', 'تمثل', 'ل', 'بشر', 'سوي']"
قالت اني اعوذ بالرحمٰن منك ان كنت تقيا,سورة مريم,"['قال', 'اني', 'اعوذ', 'رحمن', 'من', 'ان', 'كان', 'تقي']"
قال انما انا رسول ربك لاهب لك غلٰما زكيا,سورة مريم,"['قال', 'انما', 'انا', 'رسول', 'رب', 'اهب', 'ل', 'غلم', 'زكي']"
قالت انىٰ يكون لي غلٰم ولم يمسسني بشر ولم اك بغيا,سورة مريم,"['قال', 'انى', 'كان', 'ل', 'غلم', 'لم', 'يمسسني', 'بشر', 'لم', 'اك', 'بغي']"
قال كذٰلك قال ربك هو علي هين ولنجعله ءاية للناس ورحمة منا وكان امرا مقضيا,سورة مريم,"['قال', 'ذلك', 'قال', 'رب', 'هو', 'علي', 'هين', 'جعل', 'ءاي', 'ناس', 'رحمة', 'من', 'كان', 'امرا', 'مقضي']"
فاجاءها المخاض الىٰ جذع النخلة قالت يٰليتني مت قبل هٰذا وكنت نسيا منسيا,سورة مريم,"['فاجاء', 'مخاض', 'الى', 'جذع', 'نخل', 'قال', 'يليتني', 'مات', 'قبل', 'هذا', 'كان', 'نسي', 'منسي']"
فنادىٰها من تحتها الا تحزني قد جعل ربك تحتك سريا,سورة مريم,"['نادى', 'من', 'تحت', 'الا', 'حزن', 'قد', 'جعل', 'رب', 'احتك', 'سري']"
وهزي اليك بجذع النخلة تسٰقط عليك رطبا جنيا,سورة مريم,"['هز', 'يك', 'جذع', 'نخل', 'سقط', 'على', 'رطب', 'جني']"
فكلي واشربي وقري عينا فاما ترين من البشر احدا فقولي اني نذرت للرحمٰن صوما فلن اكلم اليوم انسيا,سورة مريم,"['كلي', 'اشرب', 'قري', 'عين', 'اما', 'رأى', 'من', 'بشر', 'احدا', 'قال', 'اني', 'نذر', 'رحمن', 'صوم', 'لن', 'اكلم', 'يوم', 'انسي']"
فاتت به قومها تحمله قالوا يٰمريم لقد جئت شيا فريا,سورة مريم,"['فات', 'ب', 'قوم', 'حمل', 'قال', 'يمريم', 'قد', 'جاء', 'شي', 'فري']"
يٰاخت هٰرون ما كان ابوك امرا سوء وما كانت امك بغيا,سورة مريم,"['ياخت', 'هرو', 'ما', 'كان', 'ابو', 'امرا', 'سوء', 'ما', 'كان', 'امك', 'بغي']"
فاشارت اليه قالوا كيف نكلم من كان في المهد صبيا,سورة مريم,"['اشار', 'الي', 'قال', 'كيف', 'نكلم', 'من', 'كان', 'في', 'مهد', 'صبي']"
قال اني عبد الله ءاتىٰني الكتٰب وجعلني نبيا,سورة مريم,"['قال', 'اني', 'عبد', 'الله', 'ءاتىني', 'كتاب', 'جعل', 'نبي']"
وجعلني مباركا اين ما كنت واوصٰني بالصلوٰة والزكوٰة ما دمت حيا,سورة مريم,"['جعل', 'مبارك', 'اين', 'ما', 'كان', 'اوصني', 'صلو', 'زكو', 'ما', 'دام', 'حي']"
وبرا بوٰلدتي ولم يجعلني جبارا شقيا,سورة مريم,"['بر', 'ولد', 'لم', 'جعل', 'جبار', 'شقي']"
والسلٰم علي يوم ولدت ويوم اموت ويوم ابعث حيا,سورة مريم,"['سلم', 'علي', 'يوم', 'ولد', 'يوم', 'امو', 'يوم', 'ابعث', 'حي']"
ذٰلك عيسى ابن مريم قول الحق الذي فيه يمترون,سورة مريم,"['ذلك', 'عيسى', 'ابن', 'مريم', 'قول', 'حق', 'الذي', 'في', 'يمترون']"
ما كان لله ان يتخذ من ولد سبحٰنه اذا قضىٰ امرا فانما يقول له كن فيكون,سورة مريم,"['ما', 'كان', 'الله', 'ان', 'اتخذ', 'من', 'ولد', 'سبحنه', 'اذ', 'قضى', 'امرا', 'انما', 'قال', 'ل', 'كان', 'كان']"
وان الله ربي وربكم فاعبدوه هٰذا صرٰط مستقيم,سورة مريم,"['وان', 'الله', 'رب', 'رب', 'فاعبدوه', 'هذا', 'صراط', 'مستقيم']"
فاختلف الاحزاب من بينهم فويل للذين كفروا من مشهد يوم عظيم,سورة مريم,"['اختلف', 'احزاب', 'من', 'بين', 'ويل', 'الذي', 'كفر', 'من', 'مشهد', 'يوم', 'عظيم']"
اسمع بهم وابصر يوم ياتوننا لٰكن الظٰلمون اليوم في ضلٰل مبين,سورة مريم,"['اسمع', 'ب', 'ابصر', 'يوم', 'ياتون', 'لكن', 'ظلم', 'يوم', 'في', 'ضلل', 'مبين']"
وانذرهم يوم الحسرة اذ قضي الامر وهم في غفلة وهم لا يؤمنون,سورة مريم,"['انذر', 'يوم', 'حسرة', 'اذ', 'قضي', 'امر', 'هم', 'في', 'غفلة', 'هم', 'لا', 'آمن']"
اذ نسويكم برب العٰلمين,سورة الشعراء,"['اذ', 'سوى', 'رب', 'علم']"
انا نحن نرث الارض ومن عليها والينا يرجعون,سورة مريم,"['انا', 'نحن', 'ورث', 'ارض', 'من', 'على', 'والي', 'رجع']"
واذكر في الكتٰب ابرٰهيم انه كان صديقا نبيا,سورة مريم,"['اذكر', 'في', 'كتاب', 'ابرهيم', 'ان', 'كان', 'صديق', 'نبي']"
اذ قال لابيه يٰابت لم تعبد ما لا يسمع ولا يبصر ولا يغني عنك شيا,سورة مريم,"['اذ', 'قال', 'ابي', 'ياب', 'لم', 'عبد', 'ما', 'لا', 'سمع', 'لا', 'أبصر', 'لا', 'أغنى', 'عن', 'شي']"
يٰابت اني قد جاءني من العلم ما لم ياتك فاتبعني اهدك صرٰطا سويا,سورة مريم,"['ياب', 'اني', 'قد', 'جاء', 'من', 'علم', 'ما', 'لم', 'يا', 'فاتبعني', 'اهد', 'صراط', 'سوي']"
يٰابت لا تعبد الشيطٰن ان الشيطٰن كان للرحمٰن عصيا,سورة مريم,"['ياب', 'لا', 'عبد', 'شيطن', 'ان', 'شيطن', 'كان', 'رحمن', 'عصي']"
يٰابت اني اخاف ان يمسك عذاب من الرحمٰن فتكون للشيطٰن وليا,سورة مريم,"['ياب', 'اني', 'اخاف', 'ان', 'أمسك', 'عذاب', 'من', 'رحمن', 'كان', 'شيطن', 'ولي']"
قال اراغب انت عن ءالهتي يٰابرٰهيم لئن لم تنته لارجمنك واهجرني مليا,سورة مريم,"['قال', 'اراغب', 'انت', 'عن', 'ءالهتي', 'يابرهيم', 'لئن', 'لم', 'انتهى', 'لارجمنك', 'اهجرني', 'ملي']"
قال سلٰم عليك ساستغفر لك ربي انه كان بي حفيا,سورة مريم,"['قال', 'سلم', 'على', 'ساستغفر', 'ل', 'رب', 'ان', 'كان', 'بي', 'حفي']"
واعتزلكم وما تدعون من دون الله وادعوا ربي عسىٰ الا اكون بدعاء ربي شقيا,سورة مريم,"['اعتزل', 'ما', 'دعا', 'من', 'دون', 'الله', 'ادعى', 'رب', 'عسى', 'الا', 'اكون', 'دعاء', 'رب', 'شقي']"
فلما اعتزلهم وما يعبدون من دون الله وهبنا له اسحٰق ويعقوب وكلا جعلنا نبيا,سورة مريم,"['لما', 'اعتزل', 'ما', 'عبد', 'من', 'دون', 'الله', 'وهب', 'ل', 'اسحق', 'يعقوب', 'كلا', 'جعل', 'نبي']"
ووهبنا لهم من رحمتنا وجعلنا لهم لسان صدق عليا,سورة مريم,"['وهب', 'ل', 'من', 'رحمة', 'جعل', 'ل', 'لسان', 'صدق', 'علي']"
واذكر في الكتٰب موسىٰ انه كان مخلصا وكان رسولا نبيا,سورة مريم,"['اذكر', 'في', 'كتاب', 'موسى', 'ان', 'كان', 'مخلص', 'كان', 'رسول', 'نبي']"
ونٰدينٰه من جانب الطور الايمن وقربنٰه نجيا,سورة مريم,"['أدان', 'من', 'جانب', 'طور', 'ايمن', 'قرب', 'نجي']"
ووهبنا له من رحمتنا اخاه هٰرون نبيا,سورة مريم,"['وهب', 'ل', 'من', 'رحمة', 'اخا', 'هرو', 'نبي']"
واذكر في الكتٰب اسمٰعيل انه كان صادق الوعد وكان رسولا نبيا,سورة مريم,"['اذكر', 'في', 'كتاب', 'اسمعيل', 'ان', 'كان', 'صادق', 'وعد', 'كان', 'رسول', 'نبي']"
وكان يامر اهله بالصلوٰة والزكوٰة وكان عند ربه مرضيا,سورة مريم,"['كان', 'يامر', 'اهل', 'صلو', 'زكو', 'كان', 'عند', 'رب', 'مرضي']"
واذكر في الكتٰب ادريس انه كان صديقا نبيا,سورة مريم,"['اذكر', 'في', 'كتاب', 'ادريس', 'ان', 'كان', 'صديق', 'نبي']"
ورفعنٰه مكانا عليا,سورة مريم,"['رفع', 'مكان', 'علي']"
اولٰئك الذين انعم الله عليهم من النبين من ذرية ءادم وممن حملنا مع نوح ومن ذرية ابرٰهيم واسرٰءيل وممن هدينا واجتبينا اذا تتلىٰ عليهم ءايٰت الرحمٰن خروا سجدا وبكيا,سورة مريم,"['اولئك', 'الذي', 'انعم', 'الله', 'على', 'من', 'بين', 'من', 'ذري', 'ءادم', 'من', 'حمل', 'مع', 'نوح', 'من', 'ذري', 'ابرهيم', 'واسرءيل', 'من', 'هدي', 'اجتبى', 'اذ', 'تلا', 'على', 'ءايت', 'رحمن', 'خر', 'ساجد', 'بكى']"
فخلف من بعدهم خلف اضاعوا الصلوٰة واتبعوا الشهوٰت فسوف يلقون غيا,سورة مريم,"['خلف', 'من', 'بعد', 'خلف', 'اضاع', 'صلو', 'اتبع', 'شهوت', 'سوف', 'ألقى', 'غي']"
الا من تاب وءامن وعمل صٰلحا فاولٰئك يدخلون الجنة ولا يظلمون شيا,سورة مريم,"['الا', 'من', 'تاب', 'ءامن', 'عمل', 'صلح', 'اولئك', 'دخل', 'جنة', 'لا', 'ظلم', 'شي']"
جنٰت عدن التي وعد الرحمٰن عباده بالغيب انه كان وعده ماتيا,سورة مريم,"['جنى', 'عدن', 'الذي', 'وعد', 'رحمن', 'عباد', 'غيب', 'ان', 'كان', 'وعد', 'ماتيا']"
لا يسمعون فيها لغوا الا سلٰما ولهم رزقهم فيها بكرة وعشيا,سورة مريم,"['لا', 'سمع', 'في', 'لغو', 'الا', 'سلم', 'ل', 'رزق', 'في', 'بكرة', 'عشي']"
تلك الجنة التي نورث من عبادنا من كان تقيا,سورة مريم,"['ذلك', 'جنة', 'الذي', 'ورث', 'من', 'عباد', 'من', 'كان', 'تقي']"
وما نتنزل الا بامر ربك له ما بين ايدينا وما خلفنا وما بين ذٰلك وما كان ربك نسيا,سورة مريم,"['ما', 'نتنزل', 'الا', 'امر', 'رب', 'ل', 'ما', 'بين', 'ايدي', 'ما', 'خلف', 'ما', 'بين', 'ذلك', 'ما', 'كان', 'رب', 'نسي']"
رب السمٰوٰت والارض وما بينهما فاعبده واصطبر لعبٰدته هل تعلم له سميا,سورة مريم,"['رب', 'سمت', 'ارض', 'ما', 'بين', 'فاعبده', 'اصطبر', 'عبد', 'هل', 'تعلم', 'ل', 'سمي']"
ويقول الانسٰن اءذا ما مت لسوف اخرج حيا,سورة مريم,"['قال', 'انسن', 'اءذا', 'ما', 'مات', 'سوف', 'اخرج', 'حي']"
اولا يذكر الانسٰن انا خلقنٰه من قبل ولم يك شيا,سورة مريم,"['اولا', 'ذكر', 'انسن', 'انا', 'خلقن', 'من', 'قبل', 'لم', 'يك', 'شي']"
فوربك لنحشرنهم والشيٰطين ثم لنحضرنهم حول جهنم جثيا,سورة مريم,"['رب', 'لنحشرنهم', 'شيط', 'ثم', 'لنحضرنهم', 'حول', 'جهنم', 'جثي']"
ثم لننزعن من كل شيعة ايهم اشد على الرحمٰن عتيا,سورة مريم,"['ثم', 'لننزعن', 'من', 'كل', 'شيعة', 'ايهم', 'اشد', 'على', 'رحمن', 'عتي']"
ثم لنحن اعلم بالذين هم اولىٰ بها صليا,سورة مريم,"['ثم', 'نحن', 'اعلم', 'الذي', 'هم', 'اولى', 'ب', 'صلي']"
وان منكم الا واردها كان علىٰ ربك حتما مقضيا,سورة مريم,"['وان', 'من', 'الا', 'وارد', 'كان', 'على', 'رب', 'حتم', 'مقضي']"
ثم ننجي الذين اتقوا ونذر الظٰلمين فيها جثيا,سورة مريم,"['ثم', 'نجى', 'الذي', 'اتقى', 'نذر', 'ظلم', 'في', 'جثي']"
واذا تتلىٰ عليهم ءايٰتنا بينٰت قال الذين كفروا للذين ءامنوا اي الفريقين خير مقاما واحسن نديا,سورة مريم,"['اذ', 'تلا', 'على', 'ءايتنا', 'بين', 'قال', 'الذي', 'كفر', 'الذي', 'ءامن', 'اي', 'فريق', 'خير', 'مقام', 'احسن', 'ندي']"
وكم اهلكنا قبلهم من قرن هم احسن اثٰثا ورءيا,سورة مريم,"['كم', 'اهلك', 'قبل', 'من', 'قرن', 'هم', 'احسن', 'اثث', 'رءي']"
