text,sura,lemmatized
وما خلقنا السمٰوٰت والارض وما بينهما لٰعبين,سورة الدخان,"['ما', 'خلق', 'سمت', 'ارض', 'ما', 'بين', 'لعب']"
ما خلقنٰهما الا بالحق ولٰكن اكثرهم لا يعلمون,سورة الدخان,"['ما', 'خلقن', 'الا', 'حق', 'لكن', 'اكثر', 'لا', 'علم']"
ان يوم الفصل ميقٰتهم اجمعين,سورة الدخان,"['ان', 'يوم', 'فصل', 'ميقت', 'اجمع']"
يوم لا يغني مولى عن مولى شيا ولا هم ينصرون,سورة الدخان,"['يوم', 'لا', 'أغنى', 'مولى', 'عن', 'مولى', 'شي', 'لا', 'هم', 'نصر']"
الا من رحم الله انه هو العزيز الرحيم,سورة الدخان,"['الا', 'من', 'رحم', 'الله', 'ان', 'هو', 'عزيز', 'رحيم']"
ان شجرت الزقوم,سورة الدخان,"['ان', 'شجرة', 'زقوم']"
طعام الاثيم,سورة الدخان,"['طعام', 'اثيم']"
كالمهل يغلي في البطون,سورة الدخان,"['مهل', 'غلى', 'في', 'بطون']"
كغلي الحميم,سورة الدخان,"['غلي', 'حميم']"
خذوه فاعتلوه الىٰ سواء الجحيم,سورة الدخان,"['أخذ', 'فاعتلوه', 'الى', 'سواء', 'جحيم']"
ثم صبوا فوق راسه من عذاب الحميم,سورة الدخان,"['ثم', 'صب', 'فوق', 'راسي', 'من', 'عذاب', 'حميم']"
ذق انك انت العزيز الكريم,سورة الدخان,"['ذق', 'انك', 'انت', 'عزيز', 'كريم']"
ان هٰذا ما كنتم به تمترون,سورة الدخان,"['ان', 'هذا', 'ما', 'كان', 'ب', 'تمترون']"
ان المتقين في مقام امين,سورة الدخان,"['ان', 'متقي', 'في', 'مقام', 'امين']"
في جنٰت وعيون,سورة الدخان,"['في', 'جنى', 'عين']"
يلبسون من سندس واستبرق متقٰبلين,سورة الدخان,"['لبس', 'من', 'سندس', 'استبرق', 'متقبل']"
كذٰلك وزوجنٰهم بحور عين,سورة الدخان,"['ذلك', 'وزوجنهم', 'بحر', 'عين']"
كذبت ثمود بالنذر,سورة القمر,"['كذب', 'ثمود', 'نذر']"
يدعون فيها بكل فٰكهة ءامنين,سورة الدخان,"['دعا', 'في', 'كل', 'فك', 'ءامنين']"
لا يذوقون فيها الموت الا الموتة الاولىٰ ووقىٰهم عذاب الجحيم,سورة الدخان,"['لا', 'ذاق', 'في', 'موت', 'الا', 'موت', 'اولى', 'وقى', 'عذاب', 'جحيم']"
فضلا من ربك ذٰلك هو الفوز العظيم,سورة الدخان,"['فضل', 'من', 'رب', 'ذلك', 'هو', 'فوز', 'عظيم']"
فانما يسرنٰه بلسانك لعلهم يتذكرون,سورة الدخان,"['انما', 'يسر', 'لسان', 'لعل', 'تذكر']"
فارتقب انهم مرتقبون,سورة الدخان,"['ارتقب', 'ان', 'مرتقب']"
بسم الله الرحمٰن الرحيم,سورة الجاثية,"['بسم', 'الله', 'رحمن', 'رحيم']"
حم,سورة الجاثية,['حم']
تنزيل الكتٰب من الله العزيز الحكيم,سورة الجاثية,"['تنزيل', 'كتاب', 'من', 'الله', 'عزيز', 'حكيم']"
ان في السمٰوٰت والارض لايٰت للمؤمنين,سورة الجاثية,"['ان', 'في', 'سمت', 'ارض', 'لايت', 'مؤمن']"
وفي خلقكم وما يبث من دابة ءايٰت لقوم يوقنون,سورة الجاثية,"['في', 'خلق', 'ما', 'بث', 'من', 'دابة', 'ءايت', 'قوم', 'يوقن']"
واختلٰف اليل والنهار وما انزل الله من السماء من رزق فاحيا به الارض بعد موتها وتصريف الريٰح ءايٰت لقوم يعقلون,سورة الجاثية,"['اختلف', 'يل', 'نهار', 'ما', 'انزل', 'الله', 'من', 'سماء', 'من', 'رزق', 'احيا', 'ب', 'ارض', 'بعد', 'موت', 'تصريف', 'ريح', 'ءايت', 'قوم', 'عقل']"
تلك ءايٰت الله نتلوها عليك بالحق فباي حديث بعد الله وءايٰته يؤمنون,سورة الجاثية,"['ذلك', 'ءايت', 'الله', 'نتلو', 'على', 'حق', 'باي', 'حديث', 'بعد', 'الله', 'ءاي', 'آمن']"
ويل لكل افاك اثيم,سورة الجاثية,"['ويل', 'كل', 'افاك', 'اثيم']"
يسمع ءايٰت الله تتلىٰ عليه ثم يصر مستكبرا كان لم يسمعها فبشره بعذاب اليم,سورة الجاثية,"['سمع', 'ءايت', 'الله', 'تلا', 'على', 'ثم', 'أصر', 'مستكبر', 'كان', 'لم', 'سمع', 'بشر', 'عذاب', 'اليم']"
واذا علم من ءايٰتنا شيا اتخذها هزوا اولٰئك لهم عذاب مهين,سورة الجاثية,"['اذ', 'علم', 'من', 'ءايتنا', 'شي', 'اتخذ', 'هز', 'اولئك', 'ل', 'عذاب', 'مهين']"
من ورائهم جهنم ولا يغني عنهم ما كسبوا شيا ولا ما اتخذوا من دون الله اولياء ولهم عذاب عظيم,سورة الجاثية,"['من', 'وراء', 'جهنم', 'لا', 'أغنى', 'عن', 'ما', 'كسب', 'شي', 'لا', 'ما', 'اتخذ', 'من', 'دون', 'الله', 'اولياء', 'ل', 'عذاب', 'عظيم']"
هٰذا هدى والذين كفروا بايٰت ربهم لهم عذاب من رجز اليم,سورة الجاثية,"['هذا', 'هدى', 'الذي', 'كفر', 'باي', 'رب', 'ل', 'عذاب', 'من', 'رجز', 'اليم']"
تنزيل الكتٰب من الله العزيز الحكيم,سورة الاحقاف,"['تنزيل', 'كتاب', 'من', 'الله', 'عزيز', 'حكيم']"
الله الذي سخر لكم البحر لتجري الفلك فيه بامره ولتبتغوا من فضله ولعلكم تشكرون,سورة الجاثية,"['الله', 'الذي', 'سخر', 'ل', 'بحر', 'جرى', 'فلك', 'في', 'امر', 'ابتغى', 'من', 'فضل', 'لعل', 'شكر']"
وسخر لكم ما في السمٰوٰت وما في الارض جميعا منه ان في ذٰلك لايٰت لقوم يتفكرون,سورة الجاثية,"['سخر', 'ل', 'ما', 'في', 'سمت', 'ما', 'في', 'ارض', 'جميع', 'من', 'ان', 'في', 'ذلك', 'لايت', 'قوم', 'تفكر']"
قل للذين ءامنوا يغفروا للذين لا يرجون ايام الله ليجزي قوما بما كانوا يكسبون,سورة الجاثية,"['قال', 'الذي', 'ءامن', 'غفر', 'الذي', 'لا', 'رجا', 'ايام', 'الله', 'أجزى', 'قوم', 'ما', 'كان', 'كسب']"
من عمل صٰلحا فلنفسه ومن اساء فعليها ثم الىٰ ربكم ترجعون,سورة الجاثية,"['من', 'عمل', 'صلح', 'نفس', 'من', 'اساء', 'على', 'ثم', 'الى', 'رب', 'أرجع']"
ولقد ءاتينا بني اسرٰءيل الكتٰب والحكم والنبوة ورزقنٰهم من الطيبٰت وفضلنٰهم على العٰلمين,سورة الجاثية,"['قد', 'ءاتي', 'بنون', 'اسرءيل', 'كتاب', 'حكم', 'نبوة', 'رزقن', 'من', 'طيب', 'فضلن', 'على', 'علم']"
وءاتينٰهم بينٰت من الامر فما اختلفوا الا من بعد ما جاءهم العلم بغيا بينهم ان ربك يقضي بينهم يوم القيٰمة فيما كانوا فيه يختلفون,سورة الجاثية,"['ءاتين', 'بين', 'من', 'امر', 'ما', 'اختلف', 'الا', 'من', 'بعد', 'ما', 'جاء', 'علم', 'بغي', 'بين', 'ان', 'رب', 'قضى', 'بين', 'يوم', 'قيمة', 'في', 'كان', 'في', 'اختلف']"
ثم جعلنٰك علىٰ شريعة من الامر فاتبعها ولا تتبع اهواء الذين لا يعلمون,سورة الجاثية,"['ثم', 'جعلنك', 'على', 'شريعة', 'من', 'امر', 'اتبع', 'لا', 'تبع', 'اهواء', 'الذي', 'لا', 'علم']"
انهم لن يغنوا عنك من الله شيا وان الظٰلمين بعضهم اولياء بعض والله ولي المتقين,سورة الجاثية,"['ان', 'لن', 'أغنى', 'عن', 'من', 'الله', 'شي', 'وان', 'ظلم', 'بعض', 'اولياء', 'بعض', 'الله', 'ولي', 'متقي']"
هٰذا بصٰئر للناس وهدى ورحمة لقوم يوقنون,سورة الجاثية,"['هذا', 'صئر', 'ناس', 'هدى', 'رحمة', 'قوم', 'يوقن']"
ام حسب الذين اجترحوا السيات ان نجعلهم كالذين ءامنوا وعملوا الصٰلحٰت سواء محياهم ومماتهم ساء ما يحكمون,سورة الجاثية,"['ام', 'حسب', 'الذي', 'اجترح', 'سي', 'ان', 'جعل', 'الذي', 'ءامن', 'عمل', 'صلح', 'سواء', 'محيا', 'ممات', 'ساء', 'ما', 'حكم']"
وخلق الله السمٰوٰت والارض بالحق ولتجزىٰ كل نفس بما كسبت وهم لا يظلمون,سورة الجاثية,"['خلق', 'الله', 'سمت', 'ارض', 'حق', 'لتجزى', 'كل', 'نفس', 'ما', 'كسب', 'هم', 'لا', 'ظلم']"
افرءيت من اتخذ الٰهه هوىٰه واضله الله علىٰ علم وختم علىٰ سمعه وقلبه وجعل علىٰ بصره غشٰوة فمن يهديه من بعد الله افلا تذكرون,سورة الجاثية,"['افرءيت', 'من', 'اتخذ', 'اله', 'هوى', 'اضل', 'الله', 'على', 'علم', 'ختم', 'على', 'سمع', 'قلب', 'جعل', 'على', 'بصر', 'غشو', 'من', 'هدى', 'من', 'بعد', 'الله', 'افل', 'ذكر']"
وقالوا ما هي الا حياتنا الدنيا نموت ونحيا وما يهلكنا الا الدهر وما لهم بذٰلك من علم ان هم الا يظنون,سورة الجاثية,"['قال', 'ما', 'هي', 'الا', 'حياة', 'دنيا', 'مات', 'حي', 'ما', 'أهلك', 'الا', 'دهر', 'ما', 'ل', 'ذلك', 'من', 'علم', 'ان', 'هم', 'الا', 'ظن']"
واذا تتلىٰ عليهم ءايٰتنا بينٰت ما كان حجتهم الا ان قالوا ائتوا بابائنا ان كنتم صٰدقين,سورة الجاثية,"['اذ', 'تلا', 'على', 'ءايتنا', 'بين', 'ما', 'كان', 'حجة', 'الا', 'ان', 'قال', 'ائتوا', 'ابائ', 'ان', 'كان', 'صدق']"
قل الله يحييكم ثم يميتكم ثم يجمعكم الىٰ يوم القيٰمة لا ريب فيه ولٰكن اكثر الناس لا يعلمون,سورة الجاثية,"['قال', 'الله', 'أحيى', 'ثم', 'أمات', 'ثم', 'جمع', 'الى', 'يوم', 'قيمة', 'لا', 'ريب', 'في', 'لكن', 'اكثر', 'ناس', 'لا', 'علم']"
ولله ملك السمٰوٰت والارض ويوم تقوم الساعة يومئذ يخسر المبطلون,سورة الجاثية,"['الله', 'ملك', 'سمت', 'ارض', 'يوم', 'قام', 'ساعة', 'يومئذ', 'خسر', 'مبطل']"
وترىٰ كل امة جاثية كل امة تدعىٰ الىٰ كتٰبها اليوم تجزون ما كنتم تعملون,سورة الجاثية,"['راوند', 'كل', 'ام', 'جاثي', 'كل', 'ام', 'دعا', 'الى', 'كتب', 'يوم', 'جاز', 'ما', 'كان', 'عمل']"
هٰذا كتٰبنا ينطق عليكم بالحق انا كنا نستنسخ ما كنتم تعملون,سورة الجاثية,"['هذا', 'كتب', 'نطق', 'على', 'حق', 'انا', 'كان', 'نستنسخ', 'ما', 'كان', 'عمل']"
فاما الذين ءامنوا وعملوا الصٰلحٰت فيدخلهم ربهم في رحمته ذٰلك هو الفوز المبين,سورة الجاثية,"['اما', 'الذي', 'ءامن', 'عمل', 'صلح', 'أدخل', 'رب', 'في', 'رحمة', 'ذلك', 'هو', 'فوز', 'مبين']"
واما الذين كفروا افلم تكن ءايٰتي تتلىٰ عليكم فاستكبرتم وكنتم قوما مجرمين,سورة الجاثية,"['اما', 'الذي', 'كفر', 'افلم', 'كان', 'ءايتي', 'تلا', 'على', 'فاستكبرتم', 'كان', 'قوم', 'مجرم']"
واذا قيل ان وعد الله حق والساعة لا ريب فيها قلتم ما ندري ما الساعة ان نظن الا ظنا وما نحن بمستيقنين,سورة الجاثية,"['اذ', 'قال', 'ان', 'وعد', 'الله', 'حق', 'ساعة', 'لا', 'ريب', 'في', 'قال', 'ما', 'ندر', 'ما', 'ساعة', 'ان', 'ظن', 'الا', 'ظن', 'ما', 'نحن', 'بمستيقنين']"
وبدا لهم سيات ما عملوا وحاق بهم ما كانوا به يستهزءون,سورة الجاثية,"['بدا', 'ل', 'سي', 'ما', 'عمل', 'حاق', 'ب', 'ما', 'كان', 'ب', 'يستهزءون']"
وقيل اليوم ننسىٰكم كما نسيتم لقاء يومكم هٰذا وماوىٰكم النار وما لكم من نٰصرين,سورة الجاثية,"['قال', 'يوم', 'ننسىكم', 'كما', 'نسيتم', 'لقاء', 'يوم', 'هذا', 'وماوىكم', 'نار', 'ما', 'ل', 'من', 'نصر']"
ذٰلكم بانكم اتخذتم ءايٰت الله هزوا وغرتكم الحيوٰة الدنيا فاليوم لا يخرجون منها ولا هم يستعتبون,سورة الجاثية,"['ذلك', 'باني', 'اتخذ', 'ءايت', 'الله', 'هز', 'وغر', 'حيو', 'دنيا', 'يوم', 'لا', 'خرج', 'من', 'لا', 'هم', 'يستعتبون']"
فلله الحمد رب السمٰوٰت ورب الارض رب العٰلمين,سورة الجاثية,"['الله', 'حمد', 'رب', 'سمت', 'رب', 'ارض', 'رب', 'علم']"
وله الكبرياء في السمٰوٰت والارض وهو العزيز الحكيم,سورة الجاثية,"['ل', 'كبرياء', 'في', 'سمت', 'ارض', 'هو', 'عزيز', 'حكيم']"
بسم الله الرحمٰن الرحيم,سورة الاحقاف,"['بسم', 'الله', 'رحمن', 'رحيم']"
حم,سورة الاحقاف,['حم']
ما خلقنا السمٰوٰت والارض وما بينهما الا بالحق واجل مسمى والذين كفروا عما انذروا معرضون,سورة الاحقاف,"['ما', 'خلق', 'سمت', 'ارض', 'ما', 'بين', 'الا', 'حق', 'اجل', 'مسمى', 'الذي', 'كفر', 'عن', 'انذر', 'معرض']"
قل ارءيتم ما تدعون من دون الله اروني ماذا خلقوا من الارض ام لهم شرك في السمٰوٰت ائتوني بكتٰب من قبل هٰذا او اثٰرة من علم ان كنتم صٰدقين,سورة الاحقاف,"['قال', 'ارءيتم', 'ما', 'دعا', 'من', 'دون', 'الله', 'ارون', 'ماذا', 'خلق', 'من', 'ارض', 'ام', 'ل', 'شرك', 'في', 'سمت', 'ائتوني', 'كتاب', 'من', 'قبل', 'هذا', 'او', 'اثر', 'من', 'علم', 'ان', 'كان', 'صدق']"
ومن اضل ممن يدعوا من دون الله من لا يستجيب له الىٰ يوم القيٰمة وهم عن دعائهم غٰفلون,سورة الاحقاف,"['من', 'اضل', 'من', 'ودع', 'من', 'دون', 'الله', 'من', 'لا', 'استجاب', 'ل', 'الى', 'يوم', 'قيمة', 'هم', 'عن', 'دعاء', 'غفل']"
واذا حشر الناس كانوا لهم اعداء وكانوا بعبادتهم كٰفرين,سورة الاحقاف,"['اذ', 'حشر', 'ناس', 'كان', 'ل', 'اعداء', 'كان', 'عبادة', 'كفر']"
واذا تتلىٰ عليهم ءايٰتنا بينٰت قال الذين كفروا للحق لما جاءهم هٰذا سحر مبين,سورة الاحقاف,"['اذ', 'تلا', 'على', 'ءايتنا', 'بين', 'قال', 'الذي', 'كفر', 'حق', 'ما', 'جاء', 'هذا', 'سحر', 'مبين']"
